Rank	Full.Journal.Title	Issn	Total.Cites	Journal.Impact.Factor	5-Year.Impact.Factor	Eigenfactor.Score
3550	"PHYSICS OF FLUIDS"	1070-6631	"Not Available"	2.031	2.230	0.039690
3550	"RAPID PROTOTYPING JOURNAL"	1355-2546	"Not Available"	2.031	1.926	0.001570
3550	"REGULATORY TOXICOLOGY AND PHARMACOLOGY"	0273-2300	"Not Available"	2.031	2.316	0.006000
3553	"Archives of Medical Science"	1734-1922	"Not Available"	2.030	1.656	0.003620
3553	"NEUROSCIENCE LETTERS"	0304-3940	"Not Available"	2.030	2.169	0.044030
3555	"COMPARATIVE POLITICAL STUDIES"	0010-4140	"Not Available"	2.028	2.808	0.010280
3556	"JOURNAL OF CLINICAL DENSITOMETRY"	1094-6950	"Not Available"	2.027	1.848	0.002890
3557	"BRITISH JOURNAL OF RADIOLOGY"	0007-1285	"Not Available"	2.026	1.976	0.012210
3557	"JOURNAL OF MICROBIOLOGICAL METHODS"	0167-7012	"Not Available"	2.026	2.338	0.012750
3557	"MINERALOGICAL MAGAZINE"	0026-461X	"Not Available"	2.026	1.949	0.005510
356	"JOURNAL OF BONE AND MINERAL RESEARCH"	0884-0431	"Not Available"	6.832	7.015	0.046710
3560	"COMMUNITY DENTISTRY AND ORAL EPIDEMIOLOGY"	0301-5661	"Not Available"	2.025	2.435	0.004210
3560	"JOURNAL OF NEUROSCIENCE METHODS"	0165-0270	"Not Available"	2.025	2.245	0.019890
3560	"RIVER RESEARCH AND APPLICATIONS"	1535-1459	"Not Available"	2.025	2.496	0.006580
3560	"Scandinavian Journal of Trauma Resuscitation & Emergency Medicine"	1757-7241	865	2.025	2.339	0.004300
3564	"BioData Mining"	1756-0381	208	2.024	2.012	0.000850
3564	"Journal of Inflammation-London"	1476-9255	781	2.024	2.586	0.002690
3564	"MOLECULAR BIOLOGY REPORTS"	0301-4851	"Not Available"	2.024	1.908	0.022560
3567	"APPLIED ERGONOMICS"	0003-6870	"Not Available"	2.023	2.143	0.005650
3567	"BIOMEDICINE & PHARMACOTHERAPY"	0753-3322	"Not Available"	2.023	2.080	0.003950
357	"CURRENT OPINION IN CHEMICAL BIOLOGY"	1367-5931	"Not Available"	6.813	8.501	0.024240
3570	"JOURNAL OF FLUIDS AND STRUCTURES"	0889-9746	"Not Available"	2.021	2.249	0.006050
3571	"BMC Complementary and Alternative Medicine"	1472-6882	"Not Available"	2.020	2.356	0.006510
3571	"Clinical Lymphoma Myeloma & Leukemia"	2152-2650	"Not Available"	2.020	1.748	0.004680
3571	"Clinical and Experimental Nephrology"	1342-1751	"Not Available"	2.020	1.718	0.004470
3571	"Journal of Real-Time Image Processing"	1861-8200	275	2.020	1.548	0.001070
3571	"LAW AND HUMAN BEHAVIOR"	0147-7307	"Not Available"	2.020	2.759	0.003740
3571	"OTOLARYNGOLOGY-HEAD AND NECK SURGERY"	0194-5998	"Not Available"	2.020	1.974	0.016310
3577	"ARTIFICIAL INTELLIGENCE IN MEDICINE"	0933-3657	"Not Available"	2.019	2.037	0.002500
3577	"JOURNAL OF CLINICAL PSYCHOLOGY"	0021-9762	"Not Available"	2.019	2.677	0.007610
3577	"STEREOTACTIC AND FUNCTIONAL NEUROSURGERY"	1011-6125	"Not Available"	2.019	1.969	0.002460
358	"JOURNAL OF NEUROLOGY NEUROSURGERY AND PSYCHIATRY"	0022-3050	"Not Available"	6.807	5.550	0.034930
3580	"GENESIS"	1526-954X	"Not Available"	2.018	2.406	0.008140
3581	"FINITE ELEMENTS IN ANALYSIS AND DESIGN"	0168-874X	"Not Available"	2.017	1.967	0.006470
3581	"JOURNAL OF ATHLETIC TRAINING"	1062-6050	"Not Available"	2.017	2.643	0.005020
3583	"JAPANESE JOURNAL OF CLINICAL ONCOLOGY"	0368-2811	"Not Available"	2.016	2.036	0.008030
3584	"COMPARATIVE IMMUNOLOGY MICROBIOLOGY AND INFECTIOUS DISEASES"	0147-9571	"Not Available"	2.015	2.214	0.002820
3584	"EPILEPSY RESEARCH"	0920-1211	"Not Available"	2.015	2.316	0.010860
3584	"THEORETICAL AND APPLIED CLIMATOLOGY"	0177-798X	"Not Available"	2.015	2.287	0.010420
3587	"PESTICIDE BIOCHEMISTRY AND PHYSIOLOGY"	0048-3575	"Not Available"	2.014	2.387	0.004630
3587	"Photodiagnosis and Photodynamic Therapy"	1572-1000	952	2.014	2.308	0.001820
3589	"BRAIN BEHAVIOR AND EVOLUTION"	0006-8977	"Not Available"	2.013	2.423	0.002470
359	"IEEE Communications Surveys and Tutorials"	1553-877X	"Not Available"	6.806	8.615	0.015670
3590	"APPLIED IMMUNOHISTOCHEMISTRY & MOLECULAR MORPHOLOGY"	1541-2016	"Not Available"	2.012	1.881	0.003690
3590	"Critical Care and Resuscitation"	1441-2772	563	2.012	1.655	0.001900
3590	"Geosphere"	1553-040X	"Not Available"	2.012	2.652	0.005450
3590	"JOURNAL OF COORDINATION CHEMISTRY"	0095-8972	"Not Available"	2.012	1.469	0.005130
3590	"Review of Finance"	1572-3097	664	2.012	2.384	0.006120
3595	"POLYHEDRON"	0277-5387	"Not Available"	2.011	1.952	0.015170
3596	"AMYLOID-JOURNAL OF PROTEIN FOLDING DISORDERS"	1350-6129	941	2.010	2.163	0.001860
3596	"JOURNAL OF THE AMERICAN DENTAL ASSOCIATION"	0002-8177	"Not Available"	2.010	2.204	0.006030
3596	"Parkinsons Disease"	2090-8083	456	2.010	2.127	0.002090
3599	"Bilingualism-Language and Cognition"	1366-7289	"Not Available"	2.009	2.862	0.003540
3599	"CLINICAL NEUROPHARMACOLOGY"	0362-5664	"Not Available"	2.009	1.994	0.002800
3599	"FOREIGN AFFAIRS"	0015-7120	"Not Available"	2.009	1.951	0.008280
36	"ACCOUNTS OF CHEMICAL RESEARCH"	0001-4842	"Not Available"	22.323	24.373	0.114350
360	"mBio"	2150-7511	"Not Available"	6.786	6.781	0.025870
3602	"INTERNATIONAL DAIRY JOURNAL"	0958-6946	"Not Available"	2.008	2.433	0.005890
3603	"Academic Pediatrics"	1876-2859	931	2.007	2.644	0.005350
3603	"NEW MEDIA & SOCIETY"	1461-4448	"Not Available"	2.007	2.854	0.007890
3605	"ACADEMIC EMERGENCY MEDICINE"	1069-6563	"Not Available"	2.006	2.282	0.013460
3605	"ALCOHOL"	0741-8329	"Not Available"	2.006	2.318	0.003480
3607	"CELL BIOCHEMISTRY AND FUNCTION"	0263-6484	"Not Available"	2.005	1.930	0.003530
3608	"INTERNATIONAL JOURNAL OF MEDICAL INFORMATICS"	1386-5056	"Not Available"	2.004	2.610	0.006120
3609	"International Journal of Medical Sciences"	1449-1907	"Not Available"	2.003	2.064	0.004650
3609	"VIBRATIONAL SPECTROSCOPY"	0924-2031	"Not Available"	2.003	2.015	0.005080
361	"NEURO-ONCOLOGY"	1522-8517	"Not Available"	6.776	6.604	0.021650
3611	"JOURNAL OF ENVIRONMENTAL SCIENCES-CHINA"	1001-0742	"Not Available"	2.002	2.533	0.013240
3612	"ANNALS OF APPLIED BIOLOGY"	0003-4746	"Not Available"	2.000	2.274	0.003510
3612	"ANNALS OF EPIDEMIOLOGY"	1047-2797	"Not Available"	2.000	2.789	0.010670
3612	"Aging Male"	1368-5538	560	2.000	1.928	0.001360
3612	"BRITISH JOURNAL OF EDUCATIONAL PSYCHOLOGY"	0007-0998	"Not Available"	2.000	2.785	0.003670
3612	"CARDIOVASCULAR PATHOLOGY"	1054-8807	"Not Available"	2.000	2.132	0.003320
3612	"COGNITION AND INSTRUCTION"	0737-0008	"Not Available"	2.000	2.042	0.001290
3612	"Canadian Journal of Diabetes"	1499-2671	642	2.000	1.700	0.001500
3612	"Catalysts"	2073-4344	220	2.000	2.080	0.000800
3612	"EPISODES"	0705-3797	"Not Available"	2.000	1.906	0.001490
3612	"International Perspectives on Sexual and Reproductive Health"	1944-0391	241	2.000	1.983	0.001470
3612	"JOURNAL OF FORESTRY"	0022-1201	"Not Available"	2.000	1.991	0.002060
3612	"JOURNAL OF INTERFERON AND CYTOKINE RESEARCH"	1079-9907	"Not Available"	2.000	3.153	0.006660
3612	"Journal of Ethnobiology and Ethnomedicine"	1746-4269	"Not Available"	2.000	2.421	0.001730
3612	"Journal of Hand Therapy"	0894-1130	"Not Available"	2.000	2.061	0.001640
3612	"Journal of Nutrigenetics and Nutrigenomics"	1661-6499	253	2.000	1.955	0.000930
3612	"Journal of Service Management"	1757-5818	456	2.000	2.882	0.001560
3612	"MUSIC PERCEPTION"	0730-7829	"Not Available"	2.000	3.124	0.002310
3612	"NEUROSIGNALS"	1424-862X	686	2.000	2.738	0.001390
3612	"PHYSICA E-LOW-DIMENSIONAL SYSTEMS & NANOSTRUCTURES"	1386-9477	"Not Available"	2.000	1.759	0.013970
3612	"POLICY STUDIES JOURNAL"	0190-292X	"Not Available"	2.000	2.837	0.003000
3612	"SOCIAL NETWORKS"	0378-8733	"Not Available"	2.000	3.137	0.005450
3612	"Strategic Entrepreneurship Journal"	1932-4391	570	2.000	3.177	0.002480
3612	"VETERINARY CLINICS OF NORTH AMERICA-FOOD ANIMAL PRACTICE"	0749-0720	"Not Available"	2.000	2.217	0.002150
362	"AMERICAN JOURNAL OF CLINICAL NUTRITION"	0002-9165	"Not Available"	6.770	7.328	0.072890
363	"METABOLIC ENGINEERING"	1096-7176	"Not Available"	6.767	6.714	0.010260
3635	"SURFACE & COATINGS TECHNOLOGY"	0257-8972	"Not Available"	1.998	2.374	0.034770
3636	"ANIMAL FEED SCIENCE AND TECHNOLOGY"	0377-8401	"Not Available"	1.997	2.109	0.009210
3636	"BIOPROCESS AND BIOSYSTEMS ENGINEERING"	1615-7591	"Not Available"	1.997	2.028	0.005230
3636	"ENDOCRINE JOURNAL"	0918-8959	"Not Available"	1.997	2.192	0.006410
3639	"JOURNAL OF SUBSTANCE ABUSE TREATMENT"	0740-5472	"Not Available"	1.996	2.691	0.007140
364	"Advances in Genetics"	0065-2660	"Not Available"	6.760	5.350	0.003380
3640	"JOURNAL OF CRITICAL CARE"	0883-9441	"Not Available"	1.995	2.214	0.009420
3641	"Journal of Lower Genital Tract Disease"	1089-2591	835	1.994	1.618	0.002680
3642	"Energy for Sustainable Development"	0973-0826	"Not Available"	1.993	2.746	0.003220
3642	"INTERNATIONAL JOURNAL OF PRIMATOLOGY"	0164-0291	"Not Available"	1.993	2.062	0.003760
3644	"Advances in Polymer Science"	0065-3195	"Not Available"	1.992	3.383	0.003740
3644	"IEEE TRANSACTIONS ON COMMUNICATIONS"	0090-6778	"Not Available"	1.992	1.973	0.034820
3646	"IMMUNOLOGICAL INVESTIGATIONS"	0882-0139	922	1.991	1.625	0.001780
3647	"ENVIRONMENTAL POLITICS"	0964-4016	"Not Available"	1.990	1.927	0.002640
3647	"EUROPEAN JOURNAL OF DERMATOLOGY"	1167-1122	"Not Available"	1.990	2.333	0.005090
3647	"EXPERIMENTAL ASTRONOMY"	0922-6435	568	1.990	1.520	0.002950
3647	"EXPERIMENTAL THERMAL AND FLUID SCIENCE"	0894-1777	"Not Available"	1.990	2.180	0.009480
3647	"JOURNAL OF SEA RESEARCH"	1385-1101	"Not Available"	1.990	2.366	0.004570
365	"EMERGING INFECTIOUS DISEASES"	1080-6040	"Not Available"	6.751	6.519	0.059320
3652	"HEALTH PROMOTION INTERNATIONAL"	0957-4824	"Not Available"	1.989	2.309	0.003090
3652	"INTERNATIONAL JOURNAL OF REFRACTORY METALS & HARD MATERIALS"	0263-4368	"Not Available"	1.989	2.160	0.006200
3654	"MICRON"	0968-4328	"Not Available"	1.988	1.911	0.006180
3655	"BRITISH JOURNAL OF POLITICAL SCIENCE"	0007-1234	"Not Available"	1.987	2.775	0.007970
3655	"DATA MINING AND KNOWLEDGE DISCOVERY"	1384-5810	"Not Available"	1.987	2.767	0.003940
3655	"JOURNAL OF HUMAN NUTRITION AND DIETETICS"	0952-3871	"Not Available"	1.987	2.229	0.003560
3658	"ARCHIVES OF CLINICAL NEUROPSYCHOLOGY"	0887-6177	"Not Available"	1.986	2.429	0.003950
3658	"BIOPHYSICAL CHEMISTRY"	0301-4622	"Not Available"	1.986	2.002	0.005450
3658	"FUZZY SETS AND SYSTEMS"	0165-0114	"Not Available"	1.986	2.496	0.008740
3658	"MOLECULAR VISION"	1090-0535	"Not Available"	1.986	2.154	0.014280
366	"ACS Applied Materials & Interfaces"	1944-8244	"Not Available"	6.723	6.813	0.094060
3663	"DISABILITY AND REHABILITATION"	0963-8288	"Not Available"	1.985	2.135	0.013440
3663	"JOURNAL OF CLINICAL MONITORING AND COMPUTING"	1387-1307	821	1.985	1.347	0.001650
3663	"JOURNAL OF FOOD COMPOSITION AND ANALYSIS"	0889-1575	"Not Available"	1.985	2.603	0.006290
3663	"JOURNAL OF HUMAN LACTATION"	0890-3344	"Not Available"	1.985	1.838	0.001750
3668	"APPLIED PSYCHOLOGY-AN INTERNATIONAL REVIEW-PSYCHOLOGIE APPLIQUEE-REVUE INTERNATIONALE"	0269-994X	"Not Available"	1.984	2.645	0.002510
3668	"RADIOLOGIC CLINICS OF NORTH AMERICA"	0033-8389	"Not Available"	1.984	2.254	0.004010
367	"PERSONALITY AND SOCIAL PSYCHOLOGY REVIEW"	1088-8683	"Not Available"	6.692	10.443	0.008870
3670	"Forensic Science Medicine and Pathology"	1547-769X	577	1.983	1.939	0.002000
3671	"IEEE Transactions on Human-Machine Systems"	2168-2291	114	1.982	1.982	0.000290
3672	"ANNALS OF FOREST SCIENCE"	1286-4560	"Not Available"	1.981	2.271	0.005030
3672	"Canadian Journal of Gastroenterology and Hepatology"	0835-7900	"Not Available"	1.981	1.949	0.003280
3672	"Journal of the American Board of Family Medicine"	1557-2625	"Not Available"	1.981	2.239	0.005770
3672	"OPTICAL MATERIALS"	0925-3467	"Not Available"	1.981	2.062	0.014480
3676	"ACTA ASTRONOMICA"	0001-5237	"Not Available"	1.980	2.295	0.002520
3676	"AUSTRALIAN AND NEW ZEALAND JOURNAL OF PUBLIC HEALTH"	1326-0200	"Not Available"	1.980	2.005	0.004590
3676	"Electronic Materials Letters"	1738-8090	942	1.980	1.881	0.002370
3676	"IEEE Systems Journal"	1932-8184	732	1.980	1.899	0.003370
3676	"UPSALA JOURNAL OF MEDICAL SCIENCES"	0300-9734	628	1.980	1.751	0.001630
368	"DRUG DISCOVERY TODAY"	1359-6446	"Not Available"	6.691	6.423	0.018440
3682	"Current Opinion in Anesthesiology"	0952-7907	"Not Available"	1.979	2.181	0.005850
3682	"JOURNAL OF SENSORY STUDIES"	0887-8250	"Not Available"	1.979	2.115	0.002180
3682	"JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION"	0162-1459	"Not Available"	1.979	3.052	0.034130
3682	"JOURNAL OF VERTEBRATE PALEONTOLOGY"	0272-4634	"Not Available"	1.979	2.376	0.007570
3686	"IEEE TRANSACTIONS ON VEHICULAR TECHNOLOGY"	0018-9545	"Not Available"	1.978	2.483	0.035950
3687	"Familial Cancer"	1389-9600	"Not Available"	1.977	1.792	0.004780
3687	"INTERNATIONAL JOURNAL OF NON-LINEAR MECHANICS"	0020-7462	"Not Available"	1.977	1.870	0.007340
3689	"Metabolic Syndrome and Related Disorders"	1540-4196	934	1.976	2.123	0.003160
3689	"PLANT FOODS FOR HUMAN NUTRITION"	0921-9668	"Not Available"	1.976	2.627	0.002520
369	"DIABETOLOGIA"	0012-186X	"Not Available"	6.671	6.489	0.055260
3691	"JOURNAL OF PHYSICS B-ATOMIC MOLECULAR AND OPTICAL PHYSICS"	0953-4075	"Not Available"	1.975	1.677	0.025950
3691	"NUMERICAL HEAT TRANSFER PART A-APPLICATIONS"	1040-7782	"Not Available"	1.975	1.768	0.003000
3691	"Nano-Micro Letters"	2311-6706	339	1.975	1.817	0.001000
3691	"PEDIATRIC DRUGS"	1174-5878	844	1.975	1.934	0.001840
3695	"JOURNAL OF NONVERBAL BEHAVIOR"	0191-5886	"Not Available"	1.974	2.818	0.001650
3695	"PLATINUM METALS REVIEW"	0032-1400	815	1.974	2.033	0.000680
3695	"STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION"	1615-147X	"Not Available"	1.974	2.321	0.009870
3698	"EUROPEAN JOURNAL OF PSYCHOLOGICAL ASSESSMENT"	1015-5759	"Not Available"	1.973	2.124	0.001980
3698	"PUBLIC ADMINISTRATION REVIEW"	0033-3352	"Not Available"	1.973	1.783	0.005890
37	"Cell Stem Cell"	1934-5909	"Not Available"	22.268	24.565	0.102450
370	"EPIDEMIOLOGIC REVIEWS"	0193-936X	"Not Available"	6.667	9.391	0.003920
3700	"Behavioral and Brain Functions"	1744-9081	"Not Available"	1.972	2.684	0.003630
3700	"EUROPEAN JOURNAL OF INTERNATIONAL RELATIONS"	1354-0661	"Not Available"	1.972	2.541	0.003700
3700	"INTERNATIONAL JOURNAL OF MASS SPECTROMETRY"	1387-3806	"Not Available"	1.972	1.988	0.012140
3700	"OCULAR IMMUNOLOGY AND INFLAMMATION"	0927-3948	"Not Available"	1.972	1.555	0.002210
3704	"JOURNAL OF AVIAN BIOLOGY"	0908-8857	"Not Available"	1.971	2.104	0.004040
3704	"RESPIRATORY PHYSIOLOGY & NEUROBIOLOGY"	1569-9048	"Not Available"	1.971	2.185	0.010380
3706	"CLINICAL BIOMECHANICS"	0268-0033	"Not Available"	1.970	2.490	0.009790
3706	"FLAVOUR AND FRAGRANCE JOURNAL"	0882-5734	"Not Available"	1.970	2.130	0.002100
3706	"JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS"	0304-8853	"Not Available"	1.970	1.979	0.027180
3706	"JOURNAL OF THE OPTICAL SOCIETY OF AMERICA B-OPTICAL PHYSICS"	0740-3224	"Not Available"	1.970	1.990	0.023860
371	"QUARTERLY JOURNAL OF ECONOMICS"	0033-5533	"Not Available"	6.654	9.794	0.054580
3710	"JOURNAL OF PHYSIOLOGY AND BIOCHEMISTRY"	1138-7548	887	1.969	2.039	0.002410
3710	"NETHERLANDS JOURNAL OF MEDICINE"	0300-2977	"Not Available"	1.969	1.754	0.002860
3712	"JOURNAL OF THE FORMOSAN MEDICAL ASSOCIATION"	0929-6646	"Not Available"	1.968	1.602	0.003240
3713	"AQUATIC MICROBIAL ECOLOGY"	0948-3055	"Not Available"	1.967	2.508	0.005660
3714	"CANCER NURSING"	0162-220X	"Not Available"	1.966	2.112	0.003990
3714	"COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY A-MOLECULAR & INTEGRATIVE PHYSIOLOGY"	1095-6433	"Not Available"	1.966	2.258	0.010170
3714	"HYDROGEOLOGY JOURNAL"	1431-2174	"Not Available"	1.966	2.334	0.007420
3714	"INTERNATIONAL REVIEW OF PSYCHIATRY"	0954-0261	"Not Available"	1.966	2.526	0.004280
3714	"JOURNAL OF AGING AND PHYSICAL ACTIVITY"	1063-8652	"Not Available"	1.966	2.785	0.001830
3714	"MONOGRAPHS OF THE SOCIETY FOR RESEARCH IN CHILD DEVELOPMENT"	0037-976X	"Not Available"	1.966	2.978	0.001850
372	"JOURNAL OF HEART AND LUNG TRANSPLANTATION"	1053-2498	"Not Available"	6.650	4.914	0.024350
3722	"WORLD DEVELOPMENT"	0305-750X	"Not Available"	1.965	2.713	0.016460
3723	"AMERICAN MINERALOGIST"	0003-004X	"Not Available"	1.964	2.356	0.015610
3723	"Aquaculture Environment Interactions"	1869-215X	221	1.964	2.443	0.000830
3723	"CHINESE JOURNAL OF CATALYSIS"	0253-9837	"Not Available"	1.964	1.440	0.004500
3726	"Molecular Imaging"	1535-3508	"Not Available"	1.962	2.643	0.002720
3727	"Bone & Joint Journal"	2049-4394	744	1.961	1.961	0.002660
3727	"INTERNATIONAL UROGYNECOLOGY JOURNAL"	0937-3462	"Not Available"	1.961	1.953	0.010720
3729	"EUROPEAN CYTOKINE NETWORK"	1148-5493	"Not Available"	1.960	2.439	0.001500
3729	"VANDERBILT LAW REVIEW"	0042-2533	"Not Available"	1.960	1.611	0.002080
373	"CHEMISTRY & BIOLOGY"	1074-5521	"Not Available"	6.645	6.565	0.028000
3731	"JOURNAL OF HISTOCHEMISTRY & CYTOCHEMISTRY"	0022-1554	"Not Available"	1.959	2.589	0.005980
3731	"Journal of Digestive Diseases"	1751-2972	937	1.959	2.066	0.003080
3731	"Journal of Sustainable Tourism"	0966-9582	"Not Available"	1.959	3.238	0.003010
3734	"Advances in Experimental Medicine and Biology"	0065-2598	"Not Available"	1.958	1.696	0.034740
3734	"INTERNATIONAL JOURNAL OF GYNECOLOGICAL CANCER"	1048-891X	"Not Available"	1.958	1.982	0.011430
3736	"JOURNAL OF ADOLESCENCE"	0140-1971	"Not Available"	1.957	2.638	0.009020
3737	"Food Analytical Methods"	1936-9751	"Not Available"	1.956	1.932	0.003730
3737	"GENDER & SOCIETY"	0891-2432	"Not Available"	1.956	3.570	0.005070
3739	"MATERIALS SCIENCE IN SEMICONDUCTOR PROCESSING"	1369-8001	"Not Available"	1.955	1.806	0.002820
3739	"NEUROPSYCHOLOGICAL REHABILITATION"	0960-2011	"Not Available"	1.955	2.453	0.002410
374	"AGEING RESEARCH REVIEWS"	1568-1637	"Not Available"	6.634	7.194	0.008790
3741	"CHAOS"	1054-1500	"Not Available"	1.954	2.217	0.014110
3742	"JOURNAL OF MEDICAL ENTOMOLOGY"	0022-2585	"Not Available"	1.953	2.009	0.007620
3743	"PERSONALITY AND INDIVIDUAL DIFFERENCES"	0191-8869	"Not Available"	1.951	2.378	0.023230
3744	"CURRENT PHARMACEUTICAL BIOTECHNOLOGY"	1389-2010	"Not Available"	1.950	2.558	0.008700
3744	"Early Intervention in Psychiatry"	1751-7885	664	1.950	1.778	0.002210
3744	"International Journal of Mental Health Nursing"	1445-8330	922	1.950	1.925	0.001870
3744	"JOURNAL OF ATMOSPHERIC CHEMISTRY"	0167-7764	"Not Available"	1.950	1.902	0.001420
3744	"JOURNAL OF NEURO-OPHTHALMOLOGY"	1070-8022	"Not Available"	1.950	1.811	0.002670
3744	"UNIVERSITY OF CHICAGO LAW REVIEW"	0041-9494	"Not Available"	1.950	1.977	0.003190
375	"CURRENT OPINION IN NEUROBIOLOGY"	0959-4388	"Not Available"	6.628	7.284	0.033800
3752	"JOURNAL OF EXPERIMENTAL PSYCHOLOGY-ANIMAL LEARNING AND COGNITION"	0097-7403	"Not Available"	1.949	2.248	0.003060
3752	"MECCANICA"	0025-6455	"Not Available"	1.949	1.867	0.004090
3752	"Therapeutic Advances in Respiratory Disease"	1753-4658	384	1.949	"Not Available"	0.001580
3756	"International Journal of Endocrinology"	1687-8337	970	1.948	2.043	0.003920
3756	"JOURNAL OF FLUORINE CHEMISTRY"	0022-1139	"Not Available"	1.948	1.975	0.007100
3756	"Journal of Health Services Research & Policy"	1355-8196	"Not Available"	1.948	2.041	0.002740
3759	"Zebrafish"	1545-8547	759	1.946	2.285	0.002010
376	"PROGRESS IN SOLID STATE CHEMISTRY"	0079-6786	"Not Available"	6.600	6.968	0.001100
3760	"AFRICAN AFFAIRS"	0001-9909	804	1.945	1.863	0.002910
3760	"CLEAN-Soil Air Water"	1863-0650	"Not Available"	1.945	2.153	0.004320
3762	"Current Treatment Options in Neurology"	1092-8480	699	1.944	1.729	0.002200
3763	"Communications in Computational Physics"	1815-2406	"Not Available"	1.943	1.913	0.009350
3763	"JOURNAL OF CREATIVE BEHAVIOR"	0022-0175	606	1.943	1.976	0.000980
3763	"OCEAN DYNAMICS"	1616-7341	"Not Available"	1.943	2.071	0.006210
3766	"BASIC AND APPLIED ECOLOGY"	1439-1791	"Not Available"	1.942	2.699	0.006200
3766	"Journal of Infrared Millimeter and Terahertz Waves"	1866-6892	804	1.942	1.298	0.004120
3766	"ULTRASONICS"	0041-624X	"Not Available"	1.942	2.067	0.006490
3769	"CONSCIOUSNESS AND COGNITION"	1053-8100	"Not Available"	1.941	2.524	0.009380
3769	"Freshwater Science"	2161-9549	513	1.941	1.946	0.002110
3769	"PSYCHIATRIC GENETICS"	0955-8829	"Not Available"	1.941	2.046	0.002080
377	"MOLECULAR & CELLULAR PROTEOMICS"	1535-9476	"Not Available"	6.564	6.886	0.051800
3772	"REVIEW OF PALAEOBOTANY AND PALYNOLOGY"	0034-6667	"Not Available"	1.940	2.159	0.005140
3773	"International Journal of Hospitality Management"	0278-4319	"Not Available"	1.939	2.519	0.003940
3773	"LETTERS IN MATHEMATICAL PHYSICS"	0377-9017	"Not Available"	1.939	1.627	0.006510
3775	"NEUROSCIENCE RESEARCH"	0168-0102	"Not Available"	1.937	2.238	0.007600
3775	"TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT"	1361-9209	"Not Available"	1.937	2.603	0.005680
3778	"JOURNAL OF SURGICAL RESEARCH"	0022-4804	"Not Available"	1.936	2.076	0.023890
3778	"KNEE"	0968-0160	"Not Available"	1.936	2.174	0.006340
3778	"MARINE MAMMAL SCIENCE"	0824-0469	"Not Available"	1.936	2.091	0.003550
3778	"TRIBOLOGY INTERNATIONAL"	0301-679X	"Not Available"	1.936	2.094	0.013040
378	"Molecular Neurodegeneration"	1750-1326	"Not Available"	6.563	5.709	0.008730
3782	"Chinese Journal of Cancer Research"	1000-9604	442	1.935	1.256	0.001140
3782	"Contemporary Clinical Trials"	1551-7144	"Not Available"	1.935	1.871	0.007930
3784	"Clean Technologies and Environmental Policy"	1618-954X	"Not Available"	1.934	2.052	0.002020
3784	"IEEE TRANSACTIONS ON RELIABILITY"	0018-9529	"Not Available"	1.934	2.186	0.005520
3784	"INTERNATIONAL PSYCHOGERIATRICS"	1041-6102	"Not Available"	1.934	2.273	0.009210
3788	"CELL BIOLOGY INTERNATIONAL"	1065-6995	"Not Available"	1.933	1.701	0.005940
3788	"HYDROMETALLURGY"	0304-386X	"Not Available"	1.933	2.566	0.008870
379	"Methods in Ecology and Evolution"	2041-210X	"Not Available"	6.554	7.393	0.017500
3790	"Hepatitis Monthly"	1735-143X	852	1.932	1.861	0.002300
3790	"Journal of Diabetes"	1753-0393	534	1.932	2.381	0.002200
3792	"Ecological Complexity"	1476-945X	954	1.931	2.857	0.003240
3793	"BMC Pediatrics"	1471-2431	"Not Available"	1.930	2.285	0.008490
3793	"Fottea"	1802-5439	263	1.930	1.966	0.000930
3793	"Global Health Action"	1654-9880	853	1.930	2.122	0.003490
3797	"AMERICAN JOURNAL ON ADDICTIONS"	1055-0496	"Not Available"	1.929	2.157	0.003980
3797	"CARBOHYDRATE RESEARCH"	0008-6215	"Not Available"	1.929	2.133	0.013950
3797	"CONTEMPORARY EDUCATIONAL PSYCHOLOGY"	0361-476X	"Not Available"	1.929	3.424	0.003230
3797	"JOURNAL OF CROSS-CULTURAL PSYCHOLOGY"	0022-0221	"Not Available"	1.929	2.312	0.005220
